,peak_X0,peak_X1,peak_Y0,peak_Y1
event_0,105.0,534.0,102.0,57.6
event_1,104.0,449.0,31.2,58.8
event_2,106.0,265.0,236.4,76.8
event_3,104.0,368.0,47.99999999999999,16.8
event_4,105.0,263.0,65.99999999999999,25.2
event_5,103.0,645.0,31.2,36.0
event_6,104.0,650.0,49.2,11.999999999999998
event_7,105.0,1747.0,65.99999999999999,44.39999999999999
event_8,105.0,510.0,140.4,38.4
event_9,105.0,790.0,104.4,30.0
event_10,105.0,613.0,79.19999999999999,22.8
event_11,104.0,956.0,49.2,53.99999999999999
event_12,104.0,270.0,37.2,13.199999999999998
event_13,105.0,704.0,112.79999999999998,41.99999999999999
event_14,104.0,432.0,26.399999999999995,31.2
event_15,105.0,357.0,64.8,28.8
event_16,104.0,663.0,60.0,52.79999999999999
event_17,105.0,877.0,46.8,38.4
event_18,104.0,466.0,46.8,25.2
event_19,105.0,1441.0,76.8,27.599999999999994
event_20,105.0,468.0,55.19999999999999,69.6
event_21,104.0,581.0,32.4,9.6
event_22,104.0,350.0,36.0,38.4
event_23,104.0,572.0,62.4,49.2
event_24,105.0,1350.0,52.79999999999999,93.6
event_25,105.0,465.0,86.39999999999999,14.4
event_26,104.0,365.0,58.8,41.99999999999999
event_27,105.0,260.0,91.2,74.39999999999999
event_28,105.0,889.0,156.0,24.0
event_29,105.0,375.0,79.19999999999999,33.6
event_30,104.0,284.0,40.8,10.8
event_31,104.0,1203.0,52.79999999999999,69.6
event_32,104.0,2255.0,70.79999999999998,70.79999999999998
event_33,105.0,380.0,88.79999999999998,24.0
event_34,105.0,735.0,62.4,67.2
event_35,105.0,894.0,74.39999999999999,18.0
event_36,105.0,704.0,91.2,16.8
event_37,104.0,825.0,85.2,14.4
event_38,105.0,1116.0,131.99999999999997,14.4
event_39,105.0,286.0,75.59999999999998,27.599999999999994
event_40,104.0,1811.0,41.99999999999999,61.2
event_41,104.0,265.0,43.2,74.39999999999999
event_42,104.0,1040.0,73.19999999999999,14.4
event_43,105.0,1040.0,72.0,61.2
event_44,105.0,461.0,80.4,52.79999999999999
event_45,104.0,1303.0,44.39999999999999,25.2
event_46,105.0,519.0,133.2,33.6
event_47,105.0,602.0,82.8,21.6
event_48,103.0,740.0,25.2,79.19999999999999
event_49,102.0,343.0,25.2,32.4
event_50,103.0,530.0,21.6,9.6
event_51,105.0,949.0,99.6,25.2
event_52,104.0,322.0,74.39999999999999,58.8
event_53,105.0,1387.0,115.2,53.99999999999999
event_54,105.0,1535.0,104.4,62.4
event_55,105.0,851.0,80.4,20.4
event_56,105.0,387.0,97.2,19.2
event_57,105.0,1183.0,115.2,50.39999999999999
event_58,104.0,521.0,55.19999999999999,13.199999999999998
event_59,105.0,371.0,73.19999999999999,10.8
event_60,105.0,859.0,91.2,52.79999999999999
event_61,104.0,768.0,122.4,33.6
event_62,103.0,447.0,32.4,10.8
event_63,103.0,1261.0,34.8,44.39999999999999
event_64,105.0,662.0,76.8,40.8
event_65,104.0,263.0,85.2,39.6
event_66,105.0,329.0,49.2,36.0
event_67,104.0,476.0,62.4,94.8
event_68,105.0,313.0,55.19999999999999,40.8
event_69,105.0,445.0,105.59999999999998,26.399999999999995
event_70,105.0,571.0,90.0,40.8
event_71,105.0,377.0,117.6,32.4
event_72,104.0,846.0,87.6,24.0
event_73,105.0,1000.0,74.39999999999999,47.99999999999999
event_74,102.0,985.0,25.2,51.6
event_75,104.0,391.0,79.19999999999999,14.4
event_76,105.0,804.0,49.2,11.999999999999998
event_77,105.0,382.0,118.79999999999998,31.2
event_78,104.0,574.0,56.39999999999999,25.2
event_79,105.0,346.0,92.4,78.0
event_80,105.0,416.0,91.2,22.8
event_81,105.0,453.0,141.59999999999997,30.0
event_82,105.0,1803.0,45.6,61.2
event_83,105.0,612.0,63.59999999999999,20.4
event_84,105.0,669.0,75.59999999999998,10.8
event_85,105.0,599.0,99.6,50.39999999999999
event_86,105.0,260.0,83.99999999999999,63.59999999999999
event_87,104.0,1743.0,78.0,47.99999999999999
event_88,102.0,284.0,25.2,83.99999999999999
event_89,104.0,632.0,56.39999999999999,38.4
event_90,105.0,465.0,83.99999999999999,37.2
event_91,105.0,575.0,111.6,13.199999999999998
event_92,105.0,297.0,76.8,30.0
event_93,104.0,397.0,98.4,34.8
event_94,104.0,824.0,76.8,46.8
event_95,105.0,385.0,85.2,37.2
event_96,105.0,445.0,70.79999999999998,18.0
event_97,105.0,360.0,76.8,74.39999999999999
event_98,104.0,425.0,49.2,30.0
event_99,105.0,307.0,108.0,33.6
event_100,105.0,494.0,133.2,67.2
event_101,105.0,557.0,51.6,81.6
event_102,105.0,412.0,91.2,25.2
event_103,105.0,419.0,46.8,15.6
event_104,104.0,1312.0,70.79999999999998,39.6
event_105,105.0,355.0,109.2,15.6
event_106,103.0,391.0,32.4,114.0
event_107,104.0,1147.0,57.6,10.8
event_108,105.0,879.0,106.8,37.2
event_109,105.0,566.0,86.39999999999999,19.2
event_110,105.0,1302.0,43.2,38.4
event_111,104.0,429.0,36.0,11.999999999999998
event_112,105.0,265.0,83.99999999999999,13.199999999999998
event_113,104.0,691.0,45.6,80.4
event_114,104.0,1301.0,61.2,47.99999999999999
event_115,104.0,1066.0,79.19999999999999,21.6
event_116,105.0,341.0,50.39999999999999,15.6
event_117,104.0,2061.0,74.39999999999999,27.599999999999994
event_118,104.0,1479.0,47.99999999999999,18.0
event_119,105.0,610.0,151.19999999999996,62.4
event_120,104.0,960.0,27.599999999999994,10.8
event_121,104.0,694.0,118.79999999999998,44.39999999999999
event_122,105.0,364.0,103.2,14.4
event_123,105.0,479.0,91.2,18.0
event_124,104.0,529.0,74.39999999999999,10.8
event_125,105.0,447.0,92.4,43.2
event_126,104.0,299.0,79.19999999999999,67.2
event_127,104.0,401.0,94.8,25.2
event_128,102.0,377.0,21.6,116.4
event_129,104.0,1002.0,51.6,18.0
event_130,105.0,1396.0,55.19999999999999,14.4
event_131,105.0,299.0,62.4,10.8
event_132,105.0,1588.0,104.4,51.6
event_133,103.0,1021.0,24.0,24.0
event_134,105.0,464.0,102.0,32.4
event_135,106.0,278.0,169.2,34.8
event_136,105.0,451.0,142.79999999999998,58.8
event_137,105.0,625.0,56.39999999999999,33.6
event_138,104.0,595.0,49.2,11.999999999999998
event_139,104.0,278.0,67.2,16.8
event_140,105.0,264.0,70.79999999999998,43.2
event_141,105.0,1244.0,94.8,24.0
event_142,105.0,636.0,49.2,43.2
event_143,105.0,790.0,99.6,14.4
event_144,104.0,1764.0,56.39999999999999,27.599999999999994
event_145,104.0,366.0,32.4,44.39999999999999
event_146,104.0,281.0,40.8,39.6
event_147,105.0,1605.0,40.8,9.6
event_148,104.0,659.0,56.39999999999999,31.2
event_149,104.0,385.0,58.8,16.8
event_150,105.0,571.0,136.79999999999998,44.39999999999999
event_151,104.0,374.0,36.0,98.4
event_152,105.0,1393.0,72.0,32.4
event_153,105.0,891.0,52.79999999999999,34.8
event_154,104.0,476.0,80.4,21.6
event_155,104.0,965.0,44.39999999999999,36.0
event_156,105.0,835.0,124.8,47.99999999999999
event_157,104.0,511.0,76.8,39.6
event_158,104.0,696.0,105.59999999999998,16.8
event_159,105.0,784.0,55.19999999999999,10.8
event_160,104.0,1202.0,45.6,11.999999999999998
event_161,104.0,614.0,30.0,14.4
event_162,103.0,2052.0,24.0,41.99999999999999
event_163,104.0,503.0,78.0,26.399999999999995
event_164,105.0,826.0,62.4,67.2
event_165,104.0,1736.0,34.8,24.0
event_166,105.0,1829.0,44.39999999999999,61.2
event_167,104.0,470.0,68.39999999999999,20.4
event_168,105.0,290.0,85.2,22.8
event_169,105.0,529.0,96.0,31.2
event_170,105.0,649.0,75.59999999999998,16.8
event_171,104.0,518.0,39.6,11.999999999999998
event_172,105.0,901.0,83.99999999999999,9.6
event_173,105.0,1009.0,63.59999999999999,9.6
event_174,105.0,476.0,96.0,65.99999999999999
event_175,104.0,851.0,91.2,61.2
event_176,105.0,328.0,128.39999999999998,32.4
event_177,104.0,1158.0,57.6,13.199999999999998
event_178,103.0,351.0,32.4,20.4
event_179,105.0,975.0,108.0,11.999999999999998
event_180,104.0,945.0,40.8,26.399999999999995
event_181,105.0,602.0,75.59999999999998,14.4
event_182,105.0,527.0,70.79999999999998,36.0
event_183,105.0,678.0,74.39999999999999,92.4
event_184,105.0,350.0,63.59999999999999,20.4
event_185,105.0,737.0,75.59999999999998,36.0
event_186,105.0,938.0,70.79999999999998,15.6
event_187,105.0,359.0,81.6,18.0
event_188,105.0,593.0,79.19999999999999,21.6
event_189,105.0,321.0,114.0,43.2
event_190,104.0,1553.0,82.8,28.8
event_191,104.0,1003.0,65.99999999999999,44.39999999999999
event_192,104.0,1390.0,79.19999999999999,46.8
event_193,105.0,444.0,47.99999999999999,19.2
event_194,105.0,270.0,70.79999999999998,47.99999999999999
event_195,105.0,881.0,78.0,13.199999999999998
event_196,105.0,414.0,72.0,37.2
event_197,104.0,1660.0,45.6,13.199999999999998
event_198,104.0,382.0,26.399999999999995,39.6
event_199,104.0,616.0,68.39999999999999,40.8
event_200,105.0,321.0,73.19999999999999,10.8
